"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","is_station","is_district","is_postcode","predict","profitMargin","buy","actualProfit"
"1061",8248,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT3","E",135,5,7.2,3,301,126,"Average","owner-occupied",51.393802,-0.25151,73,23,4,"motspur park","Thames Water",65000,"Kingston upon Thames","rail",0,1,0,0.7543796,836000,FALSE,FALSE,FALSE,817965.391134453,-0.0215724986429988,0,0
"1062",5188,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","E",83,4,6.4,2.2,366,133,"Poor","owner-occupied",51.428733,-0.326956,47,11,6,"teddington","Thames Water",71700,"Richmond upon Thames","rail",0,1,0,0.462943,564000,FALSE,TRUE,FALSE,551821.669409826,-0.0215927847343506,0,0
"1063",4692,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","E",104,5,5.6,2.2,303,117,"Average","owner-occupied",51.389475,-0.200307,136,34,4,"st helier","SES Water",46900,"Merton","rail",0,1,0,0.214383,455000,FALSE,FALSE,FALSE,445166.860397525,-0.0216112958296143,0,0
"1064",10931,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",66,3,3,1,258,80,"Average","owner-occupied",51.372234,-0.125081,73,40,5,"waddon","SES Water",57200,"Croydon","rail",0,1,0,0.7885566,352000,FALSE,FALSE,FALSE,344374.676194036,-0.0216628517214877,0,0
"1065",9750,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E11","E",89,5,5,1,317,61,"Average","owner-occupied",51.567112,-0.000301,35,17,3,"leytonstone high road","Thames Water",53300,"Redbridge","light_rail",0,0,1,0.7804784,555000,FALSE,FALSE,FALSE,542617.692121215,-0.02231046464646,0,0
"1066",9198,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM2","C",34,2,1.6,1.5,259,248,"Good","owner-occupied",51.351987,-0.196409,40,77,5,"belmont","SES Water",48800,"Sutton","rail",0,1,0,0.5642312,188000,FALSE,FALSE,FALSE,183750.099695514,-0.0226058526834367,0,0
"1067",1889,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN1","E",92,5,5.2,2.1,319,130,"Good","owner-occupied",51.647221,-0.070958,158,25,5,"bush hill park","Thames Water",51700,"Enfield","light_rail",0,0,1,0.5151406,471000,FALSE,FALSE,FALSE,460227.14614344,-0.0228723011816557,0,0
"1068",14325,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",66,4,3.5,0.6,273,45,"Average","rental (private)",51.391892,-0.096051,59,51,4,"selhurst","Thames Water",45400,"Croydon","rail",0,1,0,0.4374656,327000,FALSE,FALSE,FALSE,319484.741189827,-0.0229824428445672,0,0
"1069",10486,NA,NA,"D","N","F",NA,NA,NA,"YIEWSLEY",NA,NA,"UB7","E",63,5,5.4,1,489,89,"Average","owner-occupied",51.51801,-0.472002,117,33,6,"west drayton","Affinity Water",46000,"Hillingdon","rail",0,1,0,0.6313424,4e+05,FALSE,FALSE,FALSE,390636.061455063,-0.0234098463623416,0,0
"1070",5278,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE27","D",91,6,3.3,1,207,61,"Average","owner-occupied",51.434406,-0.108049,40,68,3,"west norwood","Thames Water",55900,"Lambeth","rail",0,1,0,0.2852226,613000,FALSE,FALSE,FALSE,598640.734464099,-0.0234245767306712,0,0
"1071",6538,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA1","D",94,5,4.7,2.6,286,153,"Average","owner-occupied",51.577453,-0.345667,81,67,5,"west harrow","Affinity Water",57000,"Brent","tube",1,0,0,0.5163834,525000,FALSE,FALSE,FALSE,512670.443882201,-0.0234848687958072,0,0
"1072",9346,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW13","C",57.35,3,2.8,1.9,319,223,"Average","rental (private)",51.43713,-0.408851,64,16,6,"feltham","Affinity Water",53500,"Hounslow","rail",0,1,0,1.0924212,258000,FALSE,FALSE,FALSE,251861.025088509,-0.0237944764011262,0,0
"1073",3201,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"RM2","D",121,5,6.2,2.1,289,97,"Average","owner-occupied",51.594659,0.191545,63,31,6,"gidea park","Essex & Suffolk Water",49800,"Havering","rail",0,1,0,1.2664132,576000,FALSE,FALSE,FALSE,561856.712121429,-0.0245543192336305,0,0
"1074",6022,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE10","C",39,2,1.5,1.4,211,197,"Average","owner-occupied",51.474062,-0.018113,81,10,2,"deptford bridge","Thames Water",61400,"Greenwich","light_rail",0,0,1,0.2031978,322000,FALSE,FALSE,FALSE,314059.053304478,-0.0246613251413732,0,0
"1075",11688,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE10","E",109.52,7,7.3,5.5,396,299,"Average","rental (private)",51.485831,0.012154,123,12,3,"westcombe park","Thames Water",63600,"Greenwich","rail",0,1,0,0.4530006,751000,FALSE,FALSE,FALSE,732366.937970851,-0.0248110013703722,0,0
"1076",11533,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",135,7,5,2.2,211,89,"Average","owner-occupied",51.508417,-0.411831,149,33,5,"hayes and harlington","Affinity Water",49200,"Hillingdon","rail",0,1,0,0.7096388,521000,FALSE,FALSE,FALSE,507784.427427462,-0.025365782288941,0,0
"1077",1358,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E15","D",94,5,3.8,2,227,116,"Average","rental (private)",51.549139,0.010564,141,10,3,"maryland","Thames Water",44400,"Newham","rail",0,1,0,0.3566836,495000,FALSE,FALSE,FALSE,482420.654886266,-0.0254128184115836,0,0
"1078",10040,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","B",78,3,1.1,1.1,82,82,"Good","owner-occupied",51.417618,-0.31874,4,12,6,"hampton wick","Thames Water",63800,"Richmond upon Thames","rail",0,1,0,0.37284,539000,FALSE,TRUE,FALSE,525263.518771427,-0.0254851228730487,0,0
"1079",6988,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE27","C",68,4,2.2,1.5,184,125,"Good","rental (private)",51.431719,-0.095399,147,59,3,"west norwood","Thames Water",58200,"Lambeth","rail",0,1,0,0.4188236,384000,FALSE,FALSE,FALSE,374021.327913893,-0.0259861252242381,0,0
"1080",4454,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","C",70,4,2.7,2.7,230,227,"Average","owner-occupied",51.444456,-0.179368,135,20,3,"earlsfield","Thames Water",62700,"Wandsworth","rail",0,1,0,0.462943,497000,FALSE,FALSE,FALSE,483974.888263719,-0.0262074682822547,0,0
"1081",7540,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM14","E",101,5,5.6,1.8,314,102,"Average","owner-occupied",51.552334,0.253932,54,22,6,"upminster","Essex & Suffolk Water",62500,"Havering","tube",1,0,1,0.8743098,557000,FALSE,FALSE,FALSE,542275.588866524,-0.0264352084981613,0,0
"1082",6101,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE26","D",90,5,3.4,1,212,59,"Average","owner-occupied",51.430741,-0.039925,103,30,4,"lower sydenham","Thames Water",45100,"Lewisham","rail",0,1,0,0.6021366,414000,FALSE,FALSE,FALSE,403033.320253054,-0.0264895646061486,0,0
"1083",8131,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","D",72,3,3.6,1.1,284,82,"Average","owner-occupied",51.563134,0.177161,111,12,6,"romford","Essex & Suffolk Water",43700,"Havering","light_rail",0,1,1,1.3509236,325000,FALSE,FALSE,FALSE,315831.095329938,-0.0282120143694209,0,0
"1084",1945,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"SW12","D",82,3,4.2,3.3,288,229,"Poor","rental (private)",51.44449,-0.139736,73,30,3,"balham","Thames Water",64000,"Wandsworth","tube",1,1,0,0.7251738,653000,FALSE,FALSE,FALSE,634511.472427,-0.0283132122098015,0,0
"1085",14461,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW14","C",77,3,2.6,2.5,200,190,"Average","owner-occupied",51.448252,-0.442859,193,18,6,"heathrow terminal 4","Affinity Water",49000,"Hounslow","tube",1,1,0,1.5727634,279000,FALSE,FALSE,FALSE,271062.1727282,-0.0284509938057357,0,0
"1086",1523,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",99.62,6,5.1,4.7,198,180,"Poor","owner-occupied",51.443413,-0.20213,57,17,3,"southfields","Thames Water",71300,"Wandsworth","tube",1,0,0,0.357305,935000,FALSE,FALSE,FALSE,908370.253381468,-0.0284810124262379,0,0
"1087",6156,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","C",114,4,3.5,2,175,97,"Average","owner-occupied",51.423357,-0.191439,111,16,3,"haydons road","Thames Water",66200,"Merton","rail",0,1,0,0.4989842,838000,FALSE,FALSE,FALSE,813642.406874938,-0.029066340244704,0,0
"1088",227,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT3","E",81,5,5.4,1.4,376,94,"Average","owner-occupied",51.404223,-0.264138,96,17,4,"new malden","Thames Water",61000,"Kingston upon Thames","rail",0,1,0,0.5114122,516000,FALSE,FALSE,FALSE,500953.288536477,-0.029160293533959,0,0
"1089",3110,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N16","E",41,3,3,1.4,436,198,"Very Poor","owner-occupied",51.564579,-0.071413,58,26,2,"stoke newington","Thames Water",51100,"Hackney","light_rail",0,0,1,0.2094118,367000,FALSE,FALSE,FALSE,356266.10436954,-0.0292476720176027,0,0
"1090",15997,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","D",55.4,3,3.5,3.2,373,347,"Very Poor","owner-occupied",51.466467,-0.134567,99,20,2,"clapham high street","Thames Water",64600,"Lambeth","light_rail",0,0,1,0.2311608,471000,FALSE,FALSE,FALSE,457065.867609288,-0.0295841452032109,0,0
"1091",15324,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",74,4,4.1,1.4,319,108,"Average","owner-occupied",51.47819,0.087052,29,64,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,1.0868286,343000,FALSE,FALSE,FALSE,332817.486246022,-0.0296866290203444,0,0
"1092",13514,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR1","C",50,2,1.4,1.4,163,163,"Average","owner-occupied",51.411628,0.018057,101,68,4,"bromley north","Thames Water",56100,"Bromley","rail",0,1,0,0.2336464,250000,FALSE,FALSE,FALSE,242493.855396892,-0.0300245784124328,0,0
"1093",7887,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"CR8","D",117.16,5,4.4,4.4,195,195,"Good","owner-occupied",51.342473,-0.101355,50,76,6,"purley oaks","SES Water",58600,"Croydon","rail",0,1,0,0.5232188,595000,FALSE,FALSE,FALSE,576636.199167143,-0.0308635308115242,0,0
"1094",3751,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT4","E",139,6,8.4,2.5,341,99,"Average","owner-occupied",51.375525,-0.237393,97,35,4,"worcester park","SES Water",55400,"Sutton","rail",0,1,0,0.6512272,723000,FALSE,FALSE,FALSE,700654.248997561,-0.0309069861721146,0,0
"1095",2837,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW13","D",85,4,4.3,2.1,284,136,"Average","owner-occupied",51.443425,-0.391725,29,22,6,"feltham","Thames Water",48800,"Hounslow","rail",0,1,0,0.9171864,428000,FALSE,FALSE,FALSE,414753.111788836,-0.0309506733905705,0,0
"1096",7917,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW11","E",60,3,5.9,5.2,656,579,"Very Poor","owner-occupied",51.581389,-0.185461,103,77,3,"golders green","Thames Water",71600,"Barnet","tube",1,0,0,0.9296144,467000,FALSE,FALSE,FALSE,452105.956493703,-0.0318930267800787,0,0
"1097",10155,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N22","D",88,4,3.1,2.6,202,169,"Good","owner-occupied",51.592337,-0.098303,169,21,3,"turnpike lane","Thames Water",47000,"Haringey","tube",1,0,0,0.323128,492000,FALSE,FALSE,FALSE,476223.371437742,-0.0320663182159707,0,0
"1098",9214,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N19","D",82,5,3.2,2,220,138,"Average","owner-occupied",51.568499,-0.125519,33,45,2,"upper holloway","Thames Water",51600,"Camden","light_rail",0,0,1,0.3703544,593000,FALSE,TRUE,FALSE,573957.544970728,-0.0321120658166472,0,0
"1099",1021,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W8","D",97,4,4.2,2,246,116,"Average","owner-occupied",51.505543,-0.191617,53,31,1,"high street kensington","Thames Water",70900,"Kensington and Chelsea","tube",2,0,0,0.3566836,1795000,TRUE,TRUE,TRUE,1736976.12695538,-0.0323252774621835,0,0
"1100",269,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB8","D",87.96,6,5,4.9,231,223,"Average","rental (private)",51.522527,-0.44824,86,45,6,"west drayton","Affinity Water",46000,"Hillingdon","rail",0,1,0,1.8685498,414000,FALSE,FALSE,FALSE,400507.279117807,-0.0325911132420132,0,0
"1101",13198,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","E",67,3,4.4,1.8,369,155,"Good","rental (private)",51.464271,-0.158914,96,23,2,"clapham junction","Thames Water",80600,"Wandsworth","light_rail",0,1,1,0.5605028,604000,FALSE,FALSE,FALSE,584189.431361614,-0.0327989546993141,0,0
"1102",12119,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N10","D",39,2,1.9,1.3,252,170,"Average","owner-occupied",51.589372,-0.134679,37,55,3,"alexandra palace","Thames Water",65800,"Haringey","rail",0,1,0,1.0818574,329000,FALSE,FALSE,FALSE,318119.671084431,-0.0330709085579594,0,0
"1103",13487,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA14","D",138,5,6.9,3.8,284,153,"Very Poor","owner-occupied",51.428482,0.087792,113,57,5,"sidcup","Thames Water",48100,"Bexley","rail",0,1,0,1.0389808,621000,FALSE,FALSE,FALSE,600442.980473584,-0.0331030910248237,0,0
"1104",850,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","C",69,3,2,1.6,168,133,"Average","rental (private)",51.482786,-0.070545,107,7,2,"queens road peckham","Thames Water",43200,"Southwark","light_rail",0,1,1,1.0526516,386000,FALSE,FALSE,FALSE,373074.869773928,-0.0334847933317932,0,0
"1105",10462,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",106,6,4.3,1.5,230,79,"Average","owner-occupied",51.578734,-0.026535,70,15,3,"walthamstow queens road","Thames Water",48100,"Waltham Forest","light_rail",0,0,1,0.363519,619000,FALSE,FALSE,FALSE,598235.234777308,-0.0335456627184036,0,0
"1106",7605,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W3","E",132,6,7.3,3,313,127,"Average","owner-occupied",51.506834,-0.277374,47,30,3,"acton town","Thames Water",58600,"Ealing","tube",2,0,0,0.2504242,1025000,FALSE,FALSE,FALSE,990308.127018098,-0.0338457297384414,0,0
"1107",3130,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR2","D",108,4,5.6,3.9,296,204,"Average","owner-occupied",51.363741,0.030044,62,117,5,"hayes","Thames Water",67300,"Bromley","rail",0,1,0,1.5174588,647000,FALSE,FALSE,FALSE,624936.787343214,-0.0341007923597932,0,0
"1108",9210,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","C",96,3,2.3,2.2,141,134,"Good","owner-occupied",51.50229,-0.018168,138,5,2,"south quay","Thames Water",85200,"Tower Hamlets","light_rail",0,0,1,0.0540618,754000,FALSE,FALSE,FALSE,728077.812783247,-0.0343795586429084,0,0
"1109",5655,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E9","C",46.1,2,1.7,1.7,250,240,"Average","rental (private)",51.543623,-0.029006,45,13,2,"hackney wick","Thames Water",46500,"Hackney","light_rail",0,0,1,0.2709304,313000,FALSE,FALSE,FALSE,302062.096141407,-0.0349453797399147,0,0
"1110",11364,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","D",89,3,4.3,2.2,276,139,"Good","owner-occupied",51.421385,-0.030573,64,27,4,"new beckenham","Thames Water",56300,"Bromley","rail",0,1,0,0.4884204,417000,FALSE,FALSE,FALSE,402209.73050884,-0.0354682721610553,0,0
"1111",13816,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR7","D",61,3,3,1.6,283,146,"Average","rental (private)",51.401276,-0.098547,142,54,4,"thornton heath","Thames Water",44900,"Croydon","rail",0,1,0,0.21749,246000,FALSE,FALSE,FALSE,237260.077625155,-0.035528139735144,0,0
"1112",15777,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR4","D",80,5,3.4,0.8,243,57,"Good","owner-occupied",51.406695,-0.152313,84,25,3,"mitcham eastfields","Thames Water",48500,"Merton","rail",0,1,0,0.21749,410000,FALSE,FALSE,FALSE,395427.594533895,-0.0355424523563536,0,0
"1113",3824,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E11","D",65.78,4,3.9,3.2,351,292,"Average","rental (private)",51.578837,0.02026,39,32,4,"snaresbrook","Thames Water",55000,"Redbridge","tube",1,0,0,0.4977414,356000,FALSE,FALSE,FALSE,343280.09128714,-0.0357300806540999,0,0
"1114",12805,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",75.8,5,4.6,3.8,361,300,"Poor","owner-occupied",51.424917,-0.187063,58,14,3,"haydons road","Thames Water",64700,"Merton","rail",0,1,0,0.3113214,678000,FALSE,FALSE,FALSE,653568.424843186,-0.0360347716177199,0,0
"1115",7810,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N15","D",48,3,2.1,1.3,246,151,"Average","owner-occupied",51.585805,-0.091965,139,19,3,"harringay green lanes","Thames Water",44200,"Haringey","light_rail",0,0,1,0.863746,308000,FALSE,FALSE,FALSE,296853.900020158,-0.0361886362981886,0,0
"1116",10948,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",74,4,2.9,1.3,222,94,"Average","owner-occupied",51.389501,-0.046388,109,41,3,"arena","Thames Water",56200,"Croydon","light_rail",0,0,1,0.7605936,407000,FALSE,FALSE,FALSE,392139.110563623,-0.0365132418584212,0,0
"1117",10995,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",77,4,3.6,1.4,265,104,"Average","owner-occupied",51.443693,0.090083,178,34,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,1.0700508,410000,FALSE,FALSE,FALSE,394994.189083658,-0.0365995388203457,0,0
"1118",4182,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"NW9","D",74.84,5,3.7,2.4,293,190,"Very Poor","owner-occupied",51.575316,-0.268413,73,68,4,"kingsbury","Affinity Water",50000,"Brent","tube",1,0,0,1.3192322,402000,FALSE,FALSE,FALSE,387114.187261264,-0.0370293849222277,0,0
"1119",8006,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",47.33,3,2.3,1.9,249,213,"Good","owner-occupied",51.580083,-0.02766,145,16,3,"walthamstow queens road","Thames Water",50900,"Waltham Forest","light_rail",0,0,1,0.2901938,343000,FALSE,FALSE,FALSE,330219.618084884,-0.0372605886738084,0,0
"1120",7878,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","D",108.14,7,6.1,5.3,305,266,"Very Poor","rental (private)",51.463476,-0.156974,111,24,2,"clapham junction","Thames Water",80600,"Wandsworth","light_rail",0,1,1,0.7556224,1078000,FALSE,FALSE,FALSE,1037722.48445165,-0.0373631869650716,0,0
"1121",11165,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"UB8","E",43,2,3.1,2.1,417,283,"Average","owner-occupied",51.523684,-0.483776,71,30,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,1.1912238,216000,FALSE,FALSE,FALSE,207865.817811795,-0.0376582508713194,0,0
"1122",11850,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","C",50,2,1.8,1.8,206,198,"Good","owner-occupied",51.414114,-0.191488,35,15,3,"south wimbledon","Thames Water",49500,"Merton","tube",1,0,0,0.2224612,298000,FALSE,FALSE,FALSE,286734.784959486,-0.0378027350352807,0,0
"1123",10434,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA14","B",55,3,1.1,1.1,113,113,"Average","owner-occupied",51.433181,0.12701,64,31,5,"albany park","Thames Water",50500,"Bexley","rail",0,1,0,0.739466,247000,FALSE,FALSE,FALSE,237644.879063787,-0.0378749835474192,0,0
"1124",4678,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE20","D",94,5,4,1.1,241,66,"Average","owner-occupied",51.420344,-0.051674,23,42,4,"penge east","Thames Water",55200,"Bromley","rail",0,1,0,0.1280084,518000,FALSE,FALSE,FALSE,498341.372604799,-0.0379510181374541,0,0
"1125",528,NA,NA,"T","N","F",NA,NA,NA,"ELTHAM",NA,NA,"SE9","D",165,7,7.3,4.2,250,143,"Average","owner-occupied",51.453479,0.064622,72,74,4,"eltham","Thames Water",59600,"Greenwich","rail",0,1,0,0.7276594,840000,FALSE,FALSE,FALSE,807751.932635265,-0.0383905563865888,0,0
"1126",3535,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW2","D",129,5,5.5,1.9,244,83,"Poor","owner-occupied",51.454964,-0.114266,71,25,2,"herne hill","Thames Water",61900,"Lambeth","rail",0,1,0,0.8146554,1046000,FALSE,FALSE,FALSE,1005499.98933893,-0.038718939446528,0,0
"1127",9011,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM8","D",67,3,3,0.9,251,76,"Average","owner-occupied",51.557204,0.124929,202,12,5,"chadwell heath","Essex & Suffolk Water",40800,"Barking and Dagenham","rail",0,1,0,1.0458162,304000,FALSE,FALSE,FALSE,292180.843868506,-0.0388788030641261,0,0
"1128",1951,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM2","D",210,8,6.8,4.1,200,124,"Average","owner-occupied",51.585131,0.199025,96,33,6,"gidea park","Essex & Suffolk Water",52600,"Havering","rail",0,1,0,0.4269018,978000,FALSE,FALSE,FALSE,939875.705890473,-0.0389818958175122,0,0
"1129",5338,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",90,5,4.2,4.1,256,251,"Good","owner-occupied",51.450225,-0.197718,116,11,3,"southfields","Thames Water",76700,"Wandsworth","tube",1,0,0,0.6568198,915000,FALSE,FALSE,FALSE,879182.51355645,-0.0391447939273772,0,0
"1130",4652,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE9","C",62,3,2,1.7,170,142,"Good","owner-occupied",51.429582,0.059689,56,76,4,"new eltham","Thames Water",50600,"Greenwich","rail",0,1,0,1.0632154,251000,FALSE,FALSE,FALSE,241096.31487992,-0.0394569128290045,0,0
"1131",1331,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW1X","E",296,12,14,7.7,264,148,"Poor","owner-occupied",51.499374,-0.148985,28,18,1,"victoria","Thames Water",56300,"Kensington and Chelsea","tube",3,1,0,0.3374202,6874000,FALSE,TRUE,FALSE,6602610.43574994,-0.0394805883401314,0,0
"1132",2693,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE1","D",50,3,3.8,1.4,455,163,"Average","owner-occupied",51.492263,-0.066083,50,4,2,"bermondsey","Thames Water",47800,"Southwark","tube",1,0,0,0.6064864,485000,FALSE,FALSE,FALSE,465687.110231067,-0.0398203912761498,0,0
"1133",12613,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E4","D",105,5,4.2,1.8,227,96,"Average","owner-occupied",51.614705,-0.027127,84,16,4,"angel road","Thames Water",46900,"Waltham Forest","rail",0,1,0,1.165125,510000,FALSE,FALSE,FALSE,489443.517906277,-0.0403068276347513,0,0
"1134",3588,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA2","E",51,4,4.2,0.4,465,43,"Poor","owner-occupied",51.572718,-0.340225,28,99,5,"harrow-on-the-hill","Affinity Water",62900,"Harrow","tube",1,1,0,0.7158528,418000,FALSE,FALSE,FALSE,401145.739831219,-0.0403211965760301,0,0
"1135",5238,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"RM13","E",93,5,5.6,2.3,315,126,"Good","owner-occupied",51.525445,0.215208,84,11,6,"rainham","Essex & Suffolk Water",49000,"Havering","rail",0,2,0,1.4752036,448000,FALSE,FALSE,FALSE,429837.136119567,-0.0405421068759655,0,0
"1136",8621,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA2","C",93,5,3.1,1,187,61,"Average","owner-occupied",51.57217,-0.347907,172,69,5,"south harrow","Affinity Water",54500,"Harrow","tube",1,0,0,0.5605028,506000,FALSE,FALSE,FALSE,485346.385262283,-0.0408174204302712,0,0
"1137",12125,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE10","E",62,5,4.4,0.9,401,78,"Very Poor","owner-occupied",51.486923,0.002425,9,6,3,"maze hill","Thames Water",58500,"Greenwich","rail",0,1,0,0.338663,567000,FALSE,FALSE,FALSE,543807.39856643,-0.0409040589657326,0,0
"1138",7911,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",59,3,2.5,1.6,239,148,"Average","rental (private)",51.572831,-0.028465,71,11,3,"lea bridge","Thames Water",54700,"Waltham Forest","rail",0,1,0,0.720824,375000,FALSE,FALSE,FALSE,359089.497419773,-0.0424280068806064,0,0
"1139",7755,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG11","D",114,5,4.1,2.4,205,119,"Good","owner-occupied",51.541932,0.102557,47,5,4,"upney","Essex & Suffolk Water",46700,"Barking and Dagenham","tube",1,0,0,0.2448316,504000,FALSE,FALSE,FALSE,482508.035832148,-0.0426427860473252,0,0
"1140",7815,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG8","C",56,4,2,0.6,204,59,"Average","owner-occupied",51.602667,0.043094,103,15,4,"woodford","Thames Water",53600,"Redbridge","tube",1,0,0,0.8705814,370000,FALSE,FALSE,FALSE,354116.111294043,-0.0429294289350198,0,0
"1141",10200,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N5","D",46.4,2,2.8,2.8,317,309,"Very Poor","rental (private)",51.558629,-0.098051,93,39,2,"arsenal","Thames Water",65100,"Islington","tube",1,0,0,0.4399512,435000,FALSE,FALSE,FALSE,416262.374853534,-0.0430750003367042,0,0
"1142",8123,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE28","C",69,5,2.2,0.7,180,55,"Average","owner-occupied",51.499816,0.092175,77,2,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,0.9109724,342000,FALSE,FALSE,FALSE,327245.913655461,-0.0431406033466055,0,0
